MATCH:  A =  9015489, B =   163903, M = 10416657, mu = 206, Z =     398175, golden =          398175
MATCH:  A =  5829844, B = 12928892, M = 16483269, mu = 130, Z =     181361, golden =          181361
MATCH:  A =  1071886, B =  4140729, M = 11877595, mu = 180, Z =    5378079, golden =         5378079
MATCH:  A =  8812085, B = 14758978, M = 15455301, mu = 138, Z =    6139565, golden =         6139565
MATCH:  A =  1430529, B =  1584309, M = 11454847, mu = 187, Z =    1216276, golden =         1216276
MATCH:  A =  6081510, B =  4929984, M = 14310391, mu = 150, Z =    3880567, golden =         3880567
MATCH:  A = 10127858, B =  3886703, M = 14613859, mu = 146, Z =   12400479, golden =        12400479
MATCH:  A =  4372025, B = 11636469, M = 16450681, mu = 130, Z =    1487512, golden =         1487512
MATCH:  A =  1211951, B =  4484061, M =  9973743, mu = 215, Z =    9022143, golden =         9022143
MATCH:  A =  2574407, B =  1689345, M = 10357835, mu = 207, Z =    3475780, golden =         3475780
MATCH:  A =  6554096, B =   345846, M = 11022135, mu = 194, Z =    5822466, golden =         5822466
MATCH:  A =  1609998, B =  4718898, M = 15431937, mu = 139, Z =   11414175, golden =        11414175
MATCH:  A =  9282426, B = 12709684, M = 13351637, mu = 160, Z =    7781670, golden =         7781670
MATCH:  A =  6588485, B =  3181174, M =  9345263, mu = 229, Z =     552351, golden =          552351
MATCH:  A =  6599375, B =  5255278, M =  9335785, mu = 230, Z =    5211610, golden =         5211610
MATCH:  A =  2494614, B =  3552838, M =  9878089, mu = 217, Z =    2108706, golden =         2108706
MATCH:  A =   230182, B = 14960400, M = 15290983, mu = 140, Z =    8966285, golden =         8966285
MATCH:  A =  6138370, B = 11754152, M = 14697427, mu = 146, Z =    4059989, golden =         4059989
MATCH:  A =  5066803, B =   476013, M = 10363851, mu = 207, Z =    9419421, golden =         9419421
MATCH:  A =  7694156, B =  6778868, M =  9267087, mu = 231, Z =     145918, golden =          145918
MATCH:  A =  7510348, B =  2717460, M =  8963047, mu = 239, Z =    6106999, golden =         6106999
MATCH:  A =  1548063, B =   256962, M = 15911433, mu = 134, Z =    7539606, golden =         7539606
MATCH:  A =  5336492, B =  6205736, M =  8892191, mu = 241, Z =    2587879, golden =         2587879
MATCH:  A = 10745462, B =  2230660, M = 14941977, mu = 143, Z =    1020830, golden =         1020830
MATCH:  A =  8555055, B =  4019171, M = 10691831, mu = 200, Z =    6124251, golden =         6124251
MATCH:  A = 12423623, B =     4728, M = 14548033, mu = 147, Z =    8480323, golden =         8480323
MATCH:  A =   172248, B =  7807981, M = 13354589, mu = 160, Z =    8516865, golden =         8516865
MATCH:  A =  5069755, B =  5487427, M = 14047671, mu = 152, Z =    1155682, golden =         1155682
MATCH:  A =  5065425, B =  1717771, M =  8713859, mu = 246, Z =    7549366, golden =         7549366
MATCH:  A =  6150354, B = 13601708, M = 14173435, mu = 151, Z =    6568097, golden =         6568097
MATCH:  A =  4654850, B =  6656704, M = 15759403, mu = 136, Z =    9548636, golden =         9548636
MATCH:  A =  4150426, B =   813517, M = 13739013, mu = 156, Z =   10968427, golden =        10968427
MATCH:  A =  6118755, B =  6470452, M = 13092189, mu = 164, Z =    3686535, golden =         3686535
MATCH:  A =  4595006, B =  4201070, M = 11335165, mu = 189, Z =    8504275, golden =         8504275
MATCH:  A = 10238017, B =  1434004, M = 16516497, mu = 130, Z =    8311738, golden =         8311738
MATCH:  A =   267538, B =  6556751, M =  9940433, mu = 216, Z =    1777961, golden =         1777961
MATCH:  A =  3671920, B =  3397009, M = 11059203, mu = 194, Z =    2934016, golden =         2934016
MATCH:  A =  4491459, B =  5103642, M = 14173997, mu = 151, Z =    1363407, golden =         1363407
MATCH:  A =  9355096, B =  7692911, M = 13540855, mu = 158, Z =    9828896, golden =         9828896
MATCH:  A =  2585326, B =  3910678, M =  8415361, mu = 255, Z =    2913769, golden =         2913769
MATCH:  A =  5741743, B =  7568248, M = 11532395, mu = 186, Z =    5686639, golden =         5686639
MATCH:  A =  9912555, B =  4116760, M = 12880945, mu = 166, Z =    3305100, golden =         3305100
MATCH:  A =  3366718, B = 14365507, M = 16631213, mu = 129, Z =   12456820, golden =        12456820
MATCH:  A =  1332822, B = 10930541, M = 14306841, mu = 150, Z =    9622176, golden =         9622176
MATCH:  A =   627708, B = 11982213, M = 14382847, mu = 149, Z =    8096165, golden =         8096165
MATCH:  A =  1678270, B =  8320834, M = 14402831, mu = 149, Z =   10016017, golden =        10016017
MATCH:  A =   129104, B =  4364480, M =  9598423, mu = 223, Z =    6002128, golden =         6002128
MATCH:  A =  7343175, B =  1314114, M =  9231217, mu = 232, Z =    8693170, golden =         8693170
MATCH:  A =  8630365, B =  9333489, M = 12396911, mu = 173, Z =    8188785, golden =         8188785
MATCH:  A =  3617995, B =  3146289, M = 12725531, mu = 168, Z =    3154904, golden =         3154904
MATCH:  A =  8469909, B =  1165567, M = 14370001, mu = 149, Z =   12626400, golden =        12626400
MATCH:  A =  8990362, B =   547119, M = 12906059, mu = 166, Z =    1942821, golden =         1942821
MATCH:  A =  6057611, B =  9556799, M = 13454957, mu = 159, Z =    5484204, golden =         5484204
MATCH:  A =  3626547, B = 10721725, M = 13105461, mu = 163, Z =   11494377, golden =        11494377
MATCH:  A =  4197166, B =  3098195, M = 14420265, mu = 148, Z =    6128705, golden =         6128705
MATCH:  A =  1872643, B =    90111, M =  9416661, mu = 228, Z =    8584914, golden =         8584914
MATCH:  A =  8948924, B = 10062540, M = 11911675, mu = 180, Z =    1799310, golden =         1799310
MATCH:  A =  3476294, B =  6556571, M = 13521081, mu = 158, Z =    1059688, golden =         1059688
MATCH:  A =   472838, B =  5857856, M =  9975851, mu = 215, Z =    1933476, golden =         1933476
MATCH:  A = 10919437, B =  4586802, M = 15970483, mu = 134, Z =    8206446, golden =         8206446
MATCH:  A =  2337869, B =  2102611, M =  9688375, mu = 221, Z =    9187084, golden =         9187084
MATCH:  A =  4478114, B =   545198, M = 11771595, mu = 182, Z =    6450382, golden =         6450382
MATCH:  A =  4585207, B =  2973648, M = 11692731, mu = 183, Z =    3240615, golden =         3240615
MATCH:  A =  4877043, B =   622104, M = 10400953, mu = 206, Z =    7562654, golden =         7562654
MATCH:  A =   962898, B = 13591631, M = 15686851, mu = 136, Z =    2759550, golden =         2759550
MATCH:  A =  2260027, B =  1858907, M = 11146421, mu = 192, Z =    4764221, golden =         4764221
MATCH:  A =  5459747, B =  2074150, M = 10955143, mu = 196, Z =    2920950, golden =         2920950
MATCH:  A =  1065702, B =   662399, M =  9890029, mu = 217, Z =    9229194, golden =         9229194
MATCH:  A =  8440177, B =  1259759, M = 11697751, mu = 183, Z =      50150, golden =           50150
MATCH:  A =  3212169, B =  1457556, M =  9640787, mu = 222, Z =    2963432, golden =         2963432
MATCH:  A =  3199231, B =  5360292, M = 11155651, mu = 192, Z =   10948722, golden =        10948722
MATCH:  A =  8464737, B =  2475089, M =  9387053, mu = 228, Z =    4458840, golden =         4458840
MATCH:  A =  3515274, B =  4394176, M =  9817481, mu = 218, Z =    6213634, golden =         6213634
MATCH:  A =  1678557, B =  5790087, M = 15128447, mu = 141, Z =    7729802, golden =         7729802
MATCH:  A =  9069128, B =  9374619, M = 12206903, mu = 175, Z =    5095592, golden =         5095592
MATCH:  A =  4494821, B =  6610321, M =  9707031, mu = 221, Z =    6994796, golden =         6994796
MATCH:  A =  1568767, B =  4478520, M = 15052223, mu = 142, Z =    8881806, golden =         8881806
MATCH:  A =  4845128, B =  7764590, M = 12107541, mu = 177, Z =    2097730, golden =         2097730
MATCH:  A =  7433835, B =  4337863, M =  9203751, mu = 233, Z =    5509680, golden =         5509680
MATCH:  A =  4160357, B =  6995793, M =  9281373, mu = 231, Z =    2856051, golden =         2856051
MATCH:  A =  1074253, B =  2730901, M = 15434041, mu = 139, Z =    6946755, golden =         6946755
MATCH:  A =  9909523, B =  1019041, M = 10425353, mu = 205, Z =    4804583, golden =         4804583
MATCH:  A =  6045051, B =  8460933, M = 12281965, mu = 174, Z =    2085883, golden =         2085883
MATCH:  A =   107748, B =   796832, M = 14882239, mu = 144, Z =    1417545, golden =         1417545
MATCH:  A =  4025492, B =  5511767, M = 10769599, mu = 199, Z =    3026168, golden =         3026168
MATCH:  A =   672609, B = 11131787, M = 13484099, mu = 159, Z =   10986454, golden =        10986454
MATCH:  A =  7194603, B =  1460652, M =  9609229, mu = 223, Z =    4679092, golden =         4679092
MATCH:  A =  9525158, B = 11854497, M = 15338149, mu = 140, Z =    1095498, golden =         1095498
MATCH:  A =  4273445, B =  1541174, M =  9333541, mu = 230, Z =    2453190, golden =         2453190
MATCH:  A =  6035047, B =  1521375, M =  9969377, mu = 215, Z =    2708296, golden =         2708296
MATCH:  A =  1968520, B =   312692, M =  8897347, mu = 241, Z =    4195686, golden =         4195686
MATCH:  A =  8372013, B = 13599524, M = 13664457, mu = 157, Z =    6837159, golden =         6837159
MATCH:  A =  1628364, B =   837458, M =  9543505, mu = 225, Z =    5485757, golden =         5485757
MATCH:  A =  8129874, B =  1746461, M = 12768761, mu = 168, Z =    3169222, golden =         3169222
MATCH:  A =  1693820, B =  5238907, M =  9658093, mu = 222, Z =    6187270, golden =         6187270
MATCH:  A = 10515472, B =  5512560, M = 13106477, mu = 163, Z =    1130444, golden =         1130444
MATCH:  A =  8850478, B =  8868237, M = 13629919, mu = 157, Z =    2567244, golden =         2567244
MATCH:  A =   671798, B = 11351073, M = 11423135, mu = 187, Z =     138654, golden =          138654
MATCH:  A =  7805932, B =  4404134, M = 10563641, mu = 203, Z =    4434283, golden =         4434283
MATCH:  A =  3362708, B =   911380, M =  9044083, mu = 237, Z =    8763494, golden =         8763494
MATCH:  A =  1840764, B =   544595, M =  9862533, mu = 217, Z =    3566328, golden =         3566328
MATCH:  A =  1778393, B = 10411493, M = 13004501, mu = 165, Z =    8778456, golden =         8778456
MATCH:  A = 13978632, B = 11632551, M = 15989331, mu = 134, Z =    2478264, golden =         2478264
MATCH:  A =   460801, B = 10588494, M = 15735687, mu = 136, Z =    8419917, golden =         8419917
MATCH:  A =  3696255, B =  7541790, M = 12115563, mu = 177, Z =    7209951, golden =         7209951
MATCH:  A = 13860962, B =  4444916, M = 16266071, mu = 132, Z =    9835344, golden =         9835344
MATCH:  A =  5771569, B =  8681423, M =  9486459, mu = 226, Z =    4499831, golden =         4499831
MATCH:  A =  4568976, B =  6321746, M = 14066683, mu = 152, Z =   11880631, golden =        11880631
MATCH:  A =  3204649, B =   952438, M = 12353415, mu = 173, Z =    9473137, golden =         9473137
MATCH:  A = 13538525, B =  9421818, M = 14373569, mu = 149, Z =   13499969, golden =        13499969
MATCH:  A =  7528071, B =  7423386, M = 13586121, mu = 158, Z =   12531348, golden =        12531348
MATCH:  A =  3805720, B =  8466783, M = 14025945, mu = 153, Z =    9223800, golden =         9223800
MATCH:  A =  1421228, B =  8607974, M =  9625577, mu = 223, Z =    6693343, golden =         6693343
MATCH:  A = 12411207, B = 11181826, M = 16737951, mu = 128, Z =   14907348, golden =        14907348
MATCH:  A =  1527053, B = 12153796, M = 15894235, mu = 135, Z =   14952978, golden =        14952978
MATCH:  A =  5937982, B =   917231, M =  9796411, mu = 219, Z =     340583, golden =          340583
MATCH:  A =    13866, B =  2182241, M = 12076375, mu = 177, Z =    7634331, golden =         7634331
MATCH:  A = 10173077, B = 13078098, M = 13430615, mu = 159, Z =    6510031, golden =         6510031
MATCH:  A =  8256163, B =  3844778, M = 10209273, mu = 210, Z =    3256475, golden =         3256475
MATCH:  A =  9966000, B =  5445289, M = 10998429, mu = 195, Z =    5701656, golden =         5701656
MATCH:  A =   909365, B =  2256063, M = 11531311, mu = 186, Z =    3064741, golden =         3064741
MATCH:  A =  1246376, B =  5797653, M = 10606207, mu = 202, Z =    4301600, golden =         4301600
MATCH:  A =  3048637, B =  1239322, M = 13342003, mu = 160, Z =    1126562, golden =         1126562
MATCH:  A =  7727860, B =  5490181, M = 16573157, mu = 129, Z =    1930032, golden =         1930032
MATCH:  A =  8348632, B =   100730, M = 16280987, mu = 131, Z =   12160836, golden =        12160836
MATCH:  A =  1200193, B =  5507686, M = 12399933, mu = 173, Z =    5900428, golden =         5900428
MATCH:  A =  4736777, B =  2710506, M = 10570287, mu = 203, Z =     788343, golden =          788343
MATCH:  A = 10093849, B =   216619, M = 12943603, mu = 165, Z =    8396153, golden =         8396153
MATCH:  A =    75379, B =  6154106, M = 16111171, mu = 133, Z =    1409571, golden =         1409571
MATCH:  A =  1564071, B =  6295903, M =  9388021, mu = 228, Z =    3253898, golden =         3253898
MATCH:  A =  8224850, B =   441445, M =  9657921, mu = 222, Z =     771668, golden =          771668
MATCH:  A =  4419469, B =  3363479, M =  9618065, mu = 223, Z =    4388696, golden =         4388696
MATCH:  A =  3487669, B =  1392243, M = 12747467, mu = 168, Z =    6854196, golden =         6854196
MATCH:  A =  2322056, B =   830933, M = 10497527, mu = 204, Z =    6500594, golden =         6500594
MATCH:  A =   195471, B =  4028278, M = 14095647, mu = 152, Z =     496224, golden =          496224
MATCH:  A =  9016597, B =  1264603, M = 13038053, mu = 164, Z =   12440947, golden =        12440947
MATCH:  A =  5270848, B =  5796719, M = 11152313, mu = 192, Z =     847941, golden =          847941
MATCH:  A =  8032115, B =  3491915, M =  9574369, mu = 224, Z =    9496186, golden =         9496186
MATCH:  A =  4809137, B =  4605897, M =  8923353, mu = 240, Z =    4069107, golden =         4069107
MATCH:  A =  8592221, B =  1109336, M = 14524759, mu = 147, Z =    4852891, golden =         4852891
MATCH:  A =   820181, B =  8497472, M =  9957809, mu = 215, Z =    4521141, golden =         4521141
MATCH:  A =  7349144, B =  9753993, M = 12357219, mu = 173, Z =     788913, golden =          788913
MATCH:  A =   280921, B =  9582173, M = 12729531, mu = 168, Z =    8807480, golden =         8807480
MATCH:  A =  9799478, B =  1668600, M = 12706251, mu = 169, Z =    1410171, golden =         1410171
MATCH:  A = 11143740, B =  9135114, M = 16452611, mu = 130, Z =    5764463, golden =         5764463
MATCH:  A = 12894847, B =  2010241, M = 14073667, mu = 152, Z =   11753840, golden =        11753840
MATCH:  A =  3459741, B =  3382700, M =  8610537, mu = 249, Z =    4811577, golden =         4811577
MATCH:  A =  2231934, B =  4822965, M =  9831313, mu = 218, Z =    8840411, golden =         8840411
MATCH:  A =  1590092, B =  5160683, M = 12932951, mu = 166, Z =    3343336, golden =         3343336
MATCH:  A =  3993449, B =  2854059, M = 12278957, mu = 174, Z =    2429822, golden =         2429822
MATCH:  A =  7934546, B =  1101528, M = 10526265, mu = 204, Z =    8862813, golden =         8862813
MATCH:  A =  4197024, B = 16471853, M = 16546675, mu = 129, Z =    9615097, golden =         9615097
MATCH:  A = 16119489, B =  7484223, M = 16395881, mu = 130, Z =    6962949, golden =         6962949
MATCH:  A =  1947326, B =  2496930, M =  8698299, mu = 246, Z =    4964778, golden =         4964778
MATCH:  A = 10803791, B =  1286900, M = 16442967, mu = 130, Z =   15005116, golden =        15005116
MATCH:  A =  3892808, B =   477540, M = 11198533, mu = 191, Z =    3855787, golden =         3855787
MATCH:  A =  4313480, B =  5986674, M = 13001793, mu = 165, Z =    4414707, golden =         4414707
MATCH:  A =   837350, B =  7960781, M = 15776345, mu = 136, Z =   12470190, golden =        12470190
MATCH:  A =  5697301, B =  9729309, M = 11522541, mu = 186, Z =    5258769, golden =         5258769
MATCH:  A =  4596406, B =  3133701, M = 12044167, mu = 178, Z =   10277469, golden =        10277469
MATCH:  A =   867250, B =  8323078, M = 14529685, mu = 147, Z =    1714035, golden =         1714035
MATCH:  A =  1390109, B =  7739069, M = 12519743, mu = 171, Z =    9427079, golden =         9427079
MATCH:  A =   841081, B =  4882905, M = 11188423, mu = 191, Z =    6566541, golden =         6566541
MATCH:  A =  5783289, B =  6292262, M = 10132805, mu = 211, Z =    6747608, golden =         6747608
MATCH:  A =  8815705, B =  2104554, M = 15104619, mu = 142, Z =    2865918, golden =         2865918
MATCH:  A =  7805024, B =  2449850, M = 12663979, mu = 169, Z =   11441943, golden =        11441943
MATCH:  A =    79517, B =   495069, M = 11927779, mu = 180, Z =    4730973, golden =         4730973
MATCH:  A =  1569897, B =  2949611, M = 10470617, mu = 205, Z =    7444902, golden =         7444902
MATCH:  A =   516826, B =  9236288, M = 11731505, mu = 183, Z =    4397388, golden =         4397388
MATCH:  A =  4166683, B =  3809424, M = 14863741, mu = 144, Z =     208994, golden =          208994
MATCH:  A = 12970949, B =  4270456, M = 15595781, mu = 137, Z =    4093643, golden =         4093643
MATCH:  A =  6304043, B =  8892069, M = 16206049, mu = 132, Z =    7322221, golden =         7322221
MATCH:  A =  9026558, B =  2558507, M = 12090989, mu = 177, Z =    9470555, golden =         9470555
MATCH:  A =  2923517, B =  5044897, M = 10552099, mu = 203, Z =    4536865, golden =         4536865
MATCH:  A =  4526510, B =  2715523, M = 12557647, mu = 171, Z =    2728779, golden =         2728779
MATCH:  A =  6480820, B =  6886505, M = 11451405, mu = 187, Z =    8800325, golden =         8800325
MATCH:  A =   168858, B =  7409322, M = 12420989, mu = 172, Z =    6756262, golden =         6756262
MATCH:  A = 11307863, B =  2350701, M = 12538389, mu = 171, Z =    7643574, golden =         7643574
MATCH:  A = 13001585, B =  8892793, M = 16684983, mu = 128, Z =   12400241, golden =        12400241
MATCH:  A =  4861510, B =  1802426, M =  8848701, mu = 242, Z =    6219701, golden =         6219701
MATCH:  A =  1936349, B = 11831682, M = 13088091, mu = 164, Z =    7308612, golden =         7308612
MATCH:  A =  3220879, B =    44487, M = 14429625, mu = 148, Z =    1067823, golden =         1067823
MATCH:  A =  1103490, B =  2306278, M =  8955751, mu = 239, Z =    7904301, golden =         7904301
MATCH:  A =  8497890, B = 15747217, M = 16574473, mu = 129, Z =   16211799, golden =        16211799
MATCH:  A = 12408762, B =  5919191, M = 16526077, mu = 129, Z =   13646582, golden =        13646582
MATCH:  A =  4128551, B =   245055, M =  9041383, mu = 237, Z =     348988, golden =          348988
MATCH:  A =  5564307, B = 10328607, M = 12548781, mu = 171, Z =    5567499, golden =         5567499
MATCH:  A =  8394155, B =  8590982, M = 16392911, mu = 131, Z =   12515932, golden =        12515932
MATCH:  A =  4342496, B =  5707614, M =  9887455, mu = 217, Z =    2130389, golden =         2130389
MATCH:  A = 10092413, B =  1913688, M = 15847659, mu = 135, Z =   13301595, golden =        13301595
MATCH:  A =  1454642, B =  3083707, M = 13117215, mu = 163, Z =    8821559, golden =         8821559
MATCH:  A = 14422553, B =  1094304, M = 15224171, mu = 141, Z =    2949148, golden =         2949148
MATCH:  A = 11761536, B =  7018177, M = 12808725, mu = 167, Z =    6858597, golden =         6858597
MATCH:  A =  9330967, B =  2620656, M = 13708963, mu = 156, Z =    1574806, golden =         1574806
MATCH:  A =  8663421, B =  1889763, M = 15577441, mu = 137, Z =   15432869, golden =        15432869
MATCH:  A =  7262687, B =  6093791, M =  9443247, mu = 227, Z =    8691397, golden =         8691397
MATCH:  A =  6047491, B =   618841, M =  8828729, mu = 243, Z =    7784663, golden =         7784663
MATCH:  A =   612655, B =  3972926, M = 11613987, mu = 184, Z =    8425031, golden =         8425031
MATCH:  A =  6128370, B =  5414204, M = 15229277, mu = 141, Z =    6357702, golden =         6357702
MATCH:  A =  1747814, B =  2125574, M = 10179481, mu = 210, Z =    4609476, golden =         4609476
MATCH:  A =  3403302, B = 11226573, M = 16040243, mu = 133, Z =    8644850, golden =         8644850
MATCH:  A =  3950403, B =  6816720, M =  8824117, mu = 243, Z =    3862218, golden =         3862218
MATCH:  A = 12382299, B =  6141773, M = 15626037, mu = 137, Z =    4023417, golden =         4023417
MATCH:  A =  1579217, B =  2523936, M = 10088173, mu = 212, Z =    5485812, golden =         5485812
MATCH:  A =   503700, B =  8341203, M =  8817283, mu = 243, Z =    2149751, golden =         2149751
MATCH:  A = 10680008, B =  1288888, M = 14577129, mu = 147, Z =    5465114, golden =         5465114
MATCH:  A =  7559881, B =  1105695, M =  9343653, mu = 229, Z =    6555618, golden =         6555618
MATCH:  A =  7413610, B =  3137189, M =  9220467, mu = 232, Z =    5372150, golden =         5372150
MATCH:  A =  2441391, B =  4406190, M =  9320071, mu = 230, Z =    6662090, golden =         6662090
MATCH:  A =  6254362, B =  4877432, M =  9356195, mu = 229, Z =    6494534, golden =         6494534
MATCH:  A =  1279696, B =  3845069, M = 14337165, mu = 149, Z =    4391024, golden =         4391024
MATCH:  A =  6548491, B =   435302, M = 11303099, mu = 189, Z =    8783175, golden =         8783175
MATCH:  A =  1707895, B = 11984984, M = 16538629, mu = 129, Z =   10450943, golden =        10450943
MATCH:  A =  1075928, B =  8219261, M = 15289437, mu = 140, Z =   14425030, golden =        14425030
MATCH:  A =  6029866, B =  1183111, M =  9370315, mu = 229, Z =    5171026, golden =         5171026
MATCH:  A =  3559824, B =  6619939, M = 12299123, mu = 174, Z =    9311848, golden =         9311848
MATCH:  A = 14990515, B =   281686, M = 16720005, mu = 128, Z =   14385550, golden =        14385550
MATCH:  A =  3064011, B =  3116818, M = 11178509, mu = 192, Z =    7899172, golden =         7899172
MATCH:  A = 10380171, B =  5932678, M = 14558429, mu = 147, Z =   13782651, golden =        13782651
MATCH:  A =  7927018, B =    73924, M = 13136905, mu = 163, Z =   12094202, golden =        12094202
MATCH:  A =  4852432, B =  2838850, M = 10888503, mu = 197, Z =    9225325, golden =         9225325
MATCH:  A =  5724005, B =  1248754, M = 16462291, mu = 130, Z =   13236734, golden =        13236734
MATCH:  A = 10072085, B =  2870463, M = 13514503, mu = 158, Z =   11600964, golden =        11600964
MATCH:  A =  9586047, B =   667743, M = 13613367, mu = 157, Z =   10618521, golden =        10618521
MATCH:  A =   975818, B =  4661109, M = 12314659, mu = 174, Z =   11704489, golden =        11704489
MATCH:  A =  7126512, B = 11337151, M = 14702345, mu = 146, Z =    2182047, golden =         2182047
MATCH:  A =  2623788, B =  3760889, M = 10426561, mu = 205, Z =    5111205, golden =         5111205
MATCH:  A =  5640197, B =  3400877, M = 14251091, mu = 150, Z =    4044044, golden =         4044044
MATCH:  A =  8779141, B =  6348220, M = 10860021, mu = 197, Z =    6590338, golden =         6590338
MATCH:  A = 13919265, B =  6041680, M = 15657647, mu = 137, Z =   10404665, golden =        10404665
MATCH:  A =  7783816, B = 12223916, M = 15854743, mu = 135, Z =    8436645, golden =         8436645
MATCH:  A = 13041559, B =   297715, M = 13622785, mu = 157, Z =   10539265, golden =        10539265
MATCH:  A =  5147459, B = 10776963, M = 14321361, mu = 149, Z =   11497185, golden =        11497185
MATCH:  A =  6537187, B =  9591095, M = 12485743, mu = 171, Z =   12414418, golden =        12414418
MATCH:  A =  3758575, B =  3790432, M =  9322731, mu = 230, Z =    7672171, golden =         7672171
MATCH:  A =  7134327, B = 10161081, M = 10981789, mu = 195, Z =    5124770, golden =         5124770
MATCH:  A =  7752649, B =  4249880, M =  8474337, mu = 253, Z =    3969959, golden =         3969959
MATCH:  A =  3729864, B =  1330434, M = 15959411, mu = 134, Z =   14381102, golden =        14381102
MATCH:  A =  2474442, B =  2076680, M =  8613157, mu = 249, Z =    6133203, golden =         6133203
MATCH:  A =  4739337, B =  3170018, M = 10322831, mu = 208, Z =    7620483, golden =         7620483
MATCH:  A =  1835175, B =  2476562, M = 10707969, mu = 200, Z =    2182083, golden =         2182083
MATCH:  A =  1940467, B =  6152888, M =  9604583, mu = 223, Z =    9386813, golden =         9386813
MATCH:  A = 11375959, B =  7656917, M = 16359683, mu = 131, Z =   13878938, golden =        13878938
MATCH:  A =  4461617, B =  1873719, M =  9546529, mu = 224, Z =    7017084, golden =         7017084
MATCH:  A =  1819508, B =   687113, M = 11612341, mu = 184, Z =   11356003, golden =        11356003
MATCH:  A =  4632137, B =  5065717, M = 14101719, mu = 152, Z =    3951857, golden =         3951857
MATCH:  A =  3559821, B = 10329597, M = 12740575, mu = 168, Z =      12087, golden =           12087
MATCH:  A =  7483067, B =  4688180, M =  8445061, mu = 254, Z =    7790581, golden =         7790581
MATCH:  A =  5793342, B =  4541654, M =  8694653, mu = 246, Z =    4607759, golden =         4607759
MATCH:  A =  2064050, B =  2040497, M =  8687453, mu = 247, Z =    1930997, golden =         1930997
MATCH:  A =  4239556, B =  4714640, M =  8792371, mu = 244, Z =    1949668, golden =         1949668
MATCH:  A =  4168595, B =  5015685, M = 12192137, mu = 176, Z =    2710590, golden =         2710590
MATCH:  A =  3465622, B =  5221500, M = 14325621, mu = 149, Z =    7617567, golden =         7617567
MATCH:  A =  2382771, B =  6647441, M = 12950641, mu = 165, Z =    9312038, golden =         9312038
MATCH:  A =   190335, B =   883917, M = 14269537, mu = 150, Z =    2500965, golden =         2500965
MATCH:  A =  6877313, B =  3721192, M =  9425173, mu = 227, Z =    6877116, golden =         6877116
MATCH:  A =   971734, B = 13679870, M = 14444215, mu = 148, Z =   10399500, golden =        10399500
MATCH:  A =  2959571, B =  8257039, M = 11077545, mu = 193, Z =    7349369, golden =         7349369
MATCH:  A =  7277343, B = 12810495, M = 15792927, mu = 135, Z =    7352070, golden =         7352070
MATCH:  A =  4717816, B =  3582744, M = 11598143, mu = 185, Z =   10892052, golden =        10892052
MATCH:  A =  3004155, B =  1527509, M = 12253689, mu = 175, Z =    2059974, golden =         2059974
MATCH:  A =   255312, B =  9749913, M = 12891205, mu = 166, Z =    3884766, golden =         3884766
MATCH:  A =  7528132, B = 12092144, M = 13710565, mu = 156, Z =    1009203, golden =         1009203
MATCH:  A =   557758, B =  5843150, M = 10087727, mu = 212, Z =    1520356, golden =         1520356
MATCH:  A =  1107414, B =  2244420, M = 13960573, mu = 153, Z =    3594679, golden =         3594679
MATCH:  A = 11054670, B =  9094300, M = 14410465, mu = 149, Z =    6002685, golden =         6002685
MATCH:  A =  1902676, B = 12583082, M = 14610003, mu = 146, Z =   13941311, golden =        13941311
MATCH:  A =  8725259, B =  2763795, M = 10798451, mu = 198, Z =    7184431, golden =         7184431
MATCH:  A =  4983409, B =  3857097, M = 11724103, mu = 183, Z =     896718, golden =          896718
MATCH:  A =  1933481, B =    88812, M = 12883181, mu = 166, Z =    9278204, golden =         9278204
MATCH:  A =   196374, B =  2946709, M = 15265801, mu = 140, Z =    6846261, golden =         6846261
MATCH:  A = 11937977, B =  1002898, M = 13407277, mu = 160, Z =    8969116, golden =         8969116
MATCH:  A =  6764629, B =  5442239, M =  9204545, mu = 233, Z =    8673251, golden =         8673251
MATCH:  A = 14925954, B =  9840824, M = 15539489, mu = 138, Z =    7563731, golden =         7563731
MATCH:  A =  7633916, B =  4034229, M = 12227815, mu = 175, Z =    2679579, golden =         2679579
MATCH:  A =  4659119, B =  6469867, M =  8478619, mu = 253, Z =    7230234, golden =         7230234
MATCH:  A =   432033, B =  7263412, M =  8624159, mu = 249, Z =    4062061, golden =         4062061
MATCH:  A =  6600264, B =   269503, M =  8860527, mu = 242, Z =    4711434, golden =         4711434
MATCH:  A =  3744439, B =  7346130, M = 11850953, mu = 181, Z =    7172300, golden =         7172300
MATCH:  A =  3293092, B =  3029082, M =  8785095, mu = 244, Z =     798699, golden =          798699
MATCH:  A = 11573076, B =    45030, M = 14222373, mu = 150, Z =   13643187, golden =        13643187
MATCH:  A =  2647797, B =  4587232, M = 13426473, mu = 159, Z =    1725549, golden =         1725549
MATCH:  A =  5457820, B =  1533391, M = 14326099, mu = 149, Z =    8858196, golden =         8858196
MATCH:  A =  1502687, B =  7589153, M = 16250283, mu = 132, Z =   14200654, golden =        14200654
MATCH:  A = 12467407, B =  2420418, M = 15881529, mu = 135, Z =    1878516, golden =         1878516
MATCH:  A =  6181005, B =  8775116, M =  8946915, mu = 240, Z =     969525, golden =          969525
MATCH:  A = 11617784, B =  8592861, M = 13934763, mu = 154, Z =    9236013, golden =         9236013
